cluster	domain	id
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.34162520729684
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	98.8391376451078
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.8391376451078
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	98.17578772802653
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	98.8391376451078
BT_Cry1Ac39	domain1	98.8391376451078
BT_Cry1Ac39	domain1	98.8391376451078
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.00497512437812
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.34162520729684
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.67330016583747
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	98.34162520729684
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	98.8391376451078
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.33665008291874
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	98.50746268656717
