depth	cry_list	cry_num	node	init_structure
#1	BT_Cry1Ai1,BT_Cry1Aa10	2	27	BT_Cry1Ai1; BT_Cry1Aa10
#1	BT_Cry1Ig1,BT_Cry1Ia11	2	28	BT_Cry1Ig1; BT_Cry1Ia11
#1	BT_Cry1Ic1,BT_Cry1Ia18	2	29	BT_Cry1Ic1; BT_Cry1Ia18
#1	BT_Cry2Ag1,BT_Cry2Ab15	2	30	BT_Cry2Ag1; BT_Cry2Ab15
#1	BT_Cry2Aa13,BT_Cry2Ai1	2	31	BT_Cry2Aa13; BT_Cry2Ai1
#1	BT_Cry69Aa1,BT_Cry69Ab1	2	32	BT_Cry69Aa1; BT_Cry69Ab1
#1	BT_Cry40Ba1,BT_Cry72Aa1	2	33	BT_Cry40Ba1; BT_Cry72Aa1
#1	BT_Cry59Aa1,BT_Cry59Ba1	2	34	BT_Cry59Aa1; BT_Cry59Ba1
#1	BT_Cry24Da1,BT_Cry24Ca1	2	35	BT_Cry24Da1; BT_Cry24Ca1
#1	BT_Cry14Aa1,BT_Cry14Ab1	2	36	BT_Cry14Aa1; BT_Cry14Ab1
#1	BT_Cry21Ba1,BT_Cry21Aa1	2	37	BT_Cry21Ba1; BT_Cry21Aa1
#1	BT_Cry21Da1,BT_Cry21Ha1	2	38	BT_Cry21Da1; BT_Cry21Ha1
#1	BT_Cry18Ca1,BT_Cry18Ba1	2	39	BT_Cry18Ca1; BT_Cry18Ba1
#1	BT_Cry31Ac1,BT_Cry31Ab1	2	40	BT_Cry31Ac1; BT_Cry31Ab1
#1	BT_Cry70Ba1,BT_Cry70Bb1	2	41	BT_Cry70Ba1; BT_Cry70Bb1
#1	BT_Cry11Bb1,BT_Cry11Ba1	2	42	BT_Cry11Bb1; BT_Cry11Ba1
#1	BT_Cry32La1,BT_Cry32Ba1	2	43	BT_Cry32La1; BT_Cry32Ba1
#1	BT_Cry32Mb1,BT_Cry32Ma1	2	44	BT_Cry32Mb1; BT_Cry32Ma1
#1	BT_Cry32Cb1,BT_Cry32Ca1	2	45	BT_Cry32Cb1; BT_Cry32Ca1
#1	BT_Cry62Aa1,BT_Cry32Pa1	2	46	BT_Cry62Aa1; BT_Cry32Pa1
#1	BT_Cry32Ea1,BT_Cry32Ea2	2	47	BT_Cry32Ea1; BT_Cry32Ea2
#1	BT_Cry32Hb1,BT_Cry32Ha1	2	48	BT_Cry32Hb1; BT_Cry32Ha1
#1	BT_Cry32Ia1,BT_Cry32Ka1	2	49	BT_Cry32Ia1; BT_Cry32Ka1
#1	BT_Cry32Ja1,BT_Cry32Qa1	2	50	BT_Cry32Ja1; BT_Cry32Qa1
#1	BT_Cry32Fa1,BT_Cry32Ga1	2	51	BT_Cry32Fa1; BT_Cry32Ga1
#1	BT_Cry32Da1,BT_Cry32Ua1	2	52	BT_Cry32Da1; BT_Cry32Ua1
#1	BT_Cry17Aa1,BT_Cry16Aa1	2	53	BT_Cry17Aa1; BT_Cry16Aa1
#1	BT_Cry48Ab1,BT_Cry48Aa1	2	54	BT_Cry48Ab1; BT_Cry48Aa1
#1	BT_Cry52Ba1,BT_Cry52Aa1	2	55	BT_Cry52Ba1; BT_Cry52Aa1
#1	BT_Cry30Db1,BT_Cry30Da1	2	56	BT_Cry30Db1; BT_Cry30Da1
#1	BT_Cry53Ab1,BT_Cry53Aa1	2	57	BT_Cry53Ab1; BT_Cry53Aa1
#1	BT_Cry43Cc1,BT_Cry43Cb1	2	58	BT_Cry43Cc1; BT_Cry43Cb1
#1	BT_Cry8Ab1,NOV_Cry8Ab1_80.0_AMR06151.1	2	59	BT_Cry8Ab1; NOV_Cry8Ab1_80.0_AMR06151.1
#1	NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1	2	60	NOV_Cry8Ab1_80.3_AFP44678.1; BT_Cry8Ac1
#1	BT_Cry1Da1,NOV_Cry1Da1_84.8_ABK35074.1	2	61	BT_Cry1Da1; NOV_Cry1Da1_84.8_ABK35074.1
#1	BT_Cry1Jd1,NOV_Cry1Jc1_99.1_AAS93799.1	2	62	BT_Cry1Jd1; NOV_Cry1Jc1_99.1_AAS93799.1
#1	NOV_Cry1Ad2_87.7_AIW52617.1,BT_Cry1Ad1	2	63	NOV_Cry1Ad2_87.7_AIW52617.1; BT_Cry1Ad1
#1	BT_Cry1Ga2,NOV_Cry1Ga1_77.9_AX098669.1	2	64	BT_Cry1Ga2; NOV_Cry1Ga1_77.9_AX098669.1
#1	BT_Cry1Hb1,NOV_Cry1Ha1_85.7_AIW52616.1	2	65	BT_Cry1Hb1; NOV_Cry1Ha1_85.7_AIW52616.1
#1	NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1	2	66	NOV_Cry8Ba1_88.6_AEP25412.1; BT_Cry8Pa1
#1	NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1	2	67	NOV_Cry8Ha1_89.4_ABB29866.1; BT_Cry8Ha1
#1	BT_Cry7La1,NOV_Cry7Cb1_60.4_OTY00887.1	2	68	BT_Cry7La1; NOV_Cry7Cb1_60.4_OTY00887.1
#1	NOV_Cry2Ah2_92.7_AX098631.1,BT_Cry2Ah3	2	69	NOV_Cry2Ah2_92.7_AX098631.1; BT_Cry2Ah3
#1	NOV_Cry7Fb2_99.7_AHB36886.1,BT_Cry7Fa1	2	70	NOV_Cry7Fb2_99.7_AHB36886.1; BT_Cry7Fa1
#1	BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1	2	71	BT_Cry7Gb1; NOV_Cry7Gb1_94.1_AGM39662.1
#1	NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1	2	72	NOV_Cry7Ba1_84.3_AFI42043.1; BT_Cry7Ba1
#1	BT_Cry1Ab2,NOV_Cry1Ab12_91.4_AAK14338.1	2	73	BT_Cry1Ab2; NOV_Cry1Ab12_91.4_AAK14338.1
#1	NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2	2	74	NOV_Cry1Ac23_90.7_CAQ03747.1; BT_Cry1Ah2
#1	BT_Cry5Da1,NOV_Cry21Aa2_44.6_AZR80772.1	2	75	BT_Cry5Da1; NOV_Cry21Aa2_44.6_AZR80772.1
#1	NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10	2	76	NOV_Cry2Ak1_76.8_AX513524.1; BT_Cry2Ac10
#1	NOV_Cry4Aa1_32.5_ADM64568.1,BT_Cry54Ba1	2	77	NOV_Cry4Aa1_32.5_ADM64568.1; BT_Cry54Ba1
#1	BT_Cry3Aa10,NOV_Cry3Aa12_81.9_AEZ53144.1	2	78	BT_Cry3Aa10; NOV_Cry3Aa12_81.9_AEZ53144.1
#1	BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1	2	79	BT_Cry1Ea10; NOV_Cry1Ea10_93.2_AAX86871.1
#1	BT_Cry40Ca1,NOV_Cry40Aa1_67.9_CQ868314.1	2	80	BT_Cry40Ca1; NOV_Cry40Aa1_67.9_CQ868314.1
#1	BT_Cry20Ba2,NOV_Cry20Ba2_80.0_AGV55017.1	2	81	BT_Cry20Ba2; NOV_Cry20Ba2_80.0_AGV55017.1
#1	BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1	2	82	BT_Cry68Aa1; NOV_Cry68Aa1_80.1_PEU91245.1
#1	NOV_Cry57Ab1_90.3_ACN87261.1,BT_Cry57Ab1	2	83	NOV_Cry57Ab1_90.3_ACN87261.1; BT_Cry57Ab1
#1	BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1	2	84	BT_Cry73Aa1; NOV_Cry73Aa1_88.4_AQM56942.1
#1	BT_Cry41Ba2,NOV_Cry41Ca1_50.4_AZJ24166.1	2	85	BT_Cry41Ba2; NOV_Cry41Ca1_50.4_AZJ24166.1
#1	NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1	2	86	NOV_Cry32Ea2_41.9_AQM56938.1; BT_Cry32Na1
#1	NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1	2	87	NOV_Cry54Aa1_88.1_AFU17344.1; BT_Cry54Aa1
#1	NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry29Aa1	2	88	NOV_Cry29Aa1_96.4_OUC03129.1; BT_Cry29Aa1
#1	BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1	2	89	BT_Cry27Aa1; NOV_Cry27Aa1_80.8_AGV55018.1
#1	NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ba1	2	90	NOV_Cry19Ba1_74.0_AGV55021.1; BT_Cry19Ba1
#1	BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1	2	91	BT_Cry52Ca1; NOV_Cry52Ca1_62.9_AZJ24464.1
#1	NOV_Cry30Ca1_66.6_BAD00052.1,BT_Cry30Ca1	2	92	NOV_Cry30Ca1_66.6_BAD00052.1; BT_Cry30Ca1
#1	NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Ga1	2	93	NOV_Cry30Ga2_64.5_ARJ25665.1; BT_Cry30Ga1
#1	NOV_Cry71Aa1_65.9_PEU78325.1,BT_Cry71Aa1	2	94	NOV_Cry71Aa1_65.9_PEU78325.1; BT_Cry71Aa1
#1	BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1	2	95	BT_Cry70Aa1; NOV_Cry70Aa1_77.7_WP_098222608.1
#1	BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1	2	96	BT_Cry32Va1; NOV_Cry32Va1_61.0_WP_134996253.1
#1	NOV_Cry8Ca1_41.2_AST51780.1,NOV_Cry8Ca1_42.6_ABY46520.1	2	97	NOV_Cry8Ca1_41.2_AST51780.1; NOV_Cry8Ca1_42.6_ABY46520.1
#1	NOV_Cry8Da1_43.7_ANC11094.1,NOV_Cry8Aa1_47.1_EEM92570.1	2	98	NOV_Cry8Da1_43.7_ANC11094.1; NOV_Cry8Aa1_47.1_EEM92570.1
#1	NOV_Cry9Ga1_58.0_AJS57594.1,NOV_Cry9Ga1_57.2_PEU81077.1	2	99	NOV_Cry9Ga1_58.0_AJS57594.1; NOV_Cry9Ga1_57.2_PEU81077.1
#1	NOV_Cry4Ba1_63.8_OUB35623.1,NOV_Cry4Ba1_63.7_AJW76684.1	2	100	NOV_Cry4Ba1_63.8_OUB35623.1; NOV_Cry4Ba1_63.7_AJW76684.1
#1	NOV_Cry2Ba1_29.9_AEX63666.1,NOV_Cry4Ca2_51.6_AZJ24420.1	2	101	NOV_Cry2Ba1_29.9_AEX63666.1; NOV_Cry4Ca2_51.6_AZJ24420.1
#1	NOV_Cry7Ca1_99.7_ABR67863.2,NOV_Cry7Ca1_86.8_AGM39664.1	2	102	NOV_Cry7Ca1_99.7_ABR67863.2; NOV_Cry7Ca1_86.8_AGM39664.1
#1	NOV_Cry43Cb1_38.6_AGV55020.1,NOV_Cry53Ab1_39.4_AFM37573.1	2	103	NOV_Cry43Cb1_38.6_AGV55020.1; NOV_Cry53Ab1_39.4_AFM37573.1
#1	NOV_Cry40Da1_77.3_ARJ25823.1,NOV_Cry40Da1_81.5_AIN76756.1	2	104	NOV_Cry40Da1_77.3_ARJ25823.1; NOV_Cry40Da1_81.5_AIN76756.1
#1	NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_41.1_PGW46198.1	2	105	NOV_Cry14Ab1_42.4_PGW46196.1; NOV_Cry14Aa1_41.1_PGW46198.1
#1	NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1	2	106	NOV_Cry21Ca2_65.9_AZR80774.1; NOV_Cry21Ca2_64.6_AZR80780.1
#1	NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1	2	107	NOV_Cry21Fa1_47.3_OTY57628.1; NOV_Cry21Fa1_31.0_OTW70091.1
#1	NOV_Cry73Aa1_40.0_PQQ47537.1,NOV_Cry21Ba1_28.9_PEZ39117.1	2	108	NOV_Cry73Aa1_40.0_PQQ47537.1; NOV_Cry21Ba1_28.9_PEZ39117.1
#1	NOV_Cry11Aa1_95.8_ABW89741.1,NOV_Cry11Aa1_99.2_AXJ97555.1	2	109	NOV_Cry11Aa1_95.8_ABW89741.1; NOV_Cry11Aa1_99.2_AXJ97555.1
#1	NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_47.9_BAD35157.1	2	110	NOV_Cry41Ba2_43.6_BAD35163.1; NOV_Cry41Ba2_47.9_BAD35157.1
#1	NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1	2	111	NOV_Cry10Aa1_94.4_ABW89736.1; NOV_Cry10Aa1_97.2_ABW89735.1
#1	NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	2	112	NOV_Cry56Aa4_56.4_PEU80288.1; NOV_Cry56Aa2_56.0_AGV55019.1
#1	NOV_Cry48Aa1_36.9_CAH33950.1,NOV_Cry48Aa1_36.6_CAH33948.1	2	113	NOV_Cry48Aa1_36.9_CAH33950.1; NOV_Cry48Aa1_36.6_CAH33948.1
#1	NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1	2	114	NOV_Cry8Db1_49.9_WP_103653049.1; NOV_Cry8Db1_51.1_PNK22955.1
#1	NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1	2	115	NOV_Cry8Ma2_96.0_WP_103622989.1; NOV_Cry8Ma3_96.0_ATY50149.1
#1	NOV_Cry7Gb1_28.6_WP_103574454.1,NOV_Cry4Cb3_34.4_PEA86378.1	2	116	NOV_Cry7Gb1_28.6_WP_103574454.1; NOV_Cry4Cb3_34.4_PEA86378.1
#1	NOV_Cry69Ab1_58.0_PEU83535.1,NOV_Cry69Ab1_59.2_WP_103591619.1	2	117	NOV_Cry69Ab1_58.0_PEU83535.1; NOV_Cry69Ab1_59.2_WP_103591619.1
#1	NOV_Cry53Ab1_40.9_APA45008.1,NOV_Cry53Aa1_40.7_WP_103591149.1	2	118	NOV_Cry53Ab1_40.9_APA45008.1; NOV_Cry53Aa1_40.7_WP_103591149.1
#1	NOV_Cry24Aa1_60.8_BAD32657.1,NOV_Cry24Aa1_98.3_WP_086403584.1	2	119	NOV_Cry24Aa1_60.8_BAD32657.1; NOV_Cry24Aa1_98.3_WP_086403584.1
#1	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ca1_39.9_WP_001075423.1	2	120	NOV_Cry32Ma1_57.7_AXY11484.1; NOV_Cry41Ca1_39.9_WP_001075423.1
#2	BT_Cry9Ba1,BT_Cry9Bb1,BT_Cry9Dc1,BT_Cry9Db1	4	121	7; 8
#2	BT_Cry8Ab1,NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1	4	122	59; 60
#2	BT_Cry1Nb1,BT_Cry1Na1,BT_Cry1Ca11,BT_Cry1Cb1	4	123	12; 26
#2	BT_Cry1Ja1,BT_Cry1Jb1,BT_Cry1Jd1,NOV_Cry1Jc1_99.1_AAS93799.1	4	124	14; 62
#2	BT_Cry1Bj1,BT_Cry1Be1,BT_Cry1Bb1,BT_Cry1Bd1	4	125	16; 17
#2	NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ba1,BT_Cry8Bc1	4	126	66; 19
#2	BT_Cry9Ga1,BT_Cry9Aa1,NOV_Cry9Ga1_58.0_AJS57594.1,NOV_Cry9Ga1_57.2_PEU81077.1	4	127	22; 99
#2	BT_Cry32Mb1,BT_Cry32Ma1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1	4	128	44; 84
#2	BT_Cry52Ba1,BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1	4	129	55; 91
#2	BT_Cry8Fa2,BT_Cry8Qa1,NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1	4	130	21; 114
#2	BT_Cry24Da1,BT_Cry24Ca1,NOV_Cry24Aa1_60.8_BAD32657.1,NOV_Cry24Aa1_98.3_WP_086403584.1	4	131	35; 119
#2	BT_Cry11Bb1,BT_Cry11Ba1,NOV_Cry11Aa1_95.8_ABW89741.1,NOV_Cry11Aa1_99.2_AXJ97555.1	4	132	42; 109
#2	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ca1_39.9_WP_001075423.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_47.9_BAD35157.1	4	133	120; 110
#2	BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Kb1	3	134	1; BT_Cry8Kb1
#2	BT_Cry8Ca1,BT_Cry8Na1,BT_Cry8Sa1	3	135	BT_Cry8Ca1; 3
#2	BT_Cry9Ec1,BT_Cry9Ed1,BT_Cry9Ca1	3	136	6; BT_Cry9Ca1
#2	BT_Cry7Ka1,BT_Cry7Kb1,BT_Cry7Ha1	3	137	9; BT_Cry7Ha1
#2	BT_Cry7Ja1,NOV_Cry8Ca1_41.2_AST51780.1,NOV_Cry8Ca1_42.6_ABY46520.1	3	138	BT_Cry7Ja1; 97
#2	BT_Cry7Ab1,BT_Cry7Aa1,BT_Cry7Ab5	3	139	10; BT_Cry7Ab5
#2	BT_Cry3Aa10,NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Ca1	3	140	78; BT_Cry3Ca1
#2	BT_Cry1Db1,BT_Cry1Da1,NOV_Cry1Da1_84.8_ABK35074.1	3	141	BT_Cry1Db1; 61
#2	BT_Cry1Ag1,BT_Cry1Ai1,BT_Cry1Aa10	3	142	BT_Cry1Ag1; 27
#2	BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1,BT_Cry1Eb1	3	143	79; BT_Cry1Eb1
#2	BT_Cry1Gb1,BT_Cry1Ga2,NOV_Cry1Ga1_77.9_AX098669.1	3	144	BT_Cry1Gb1; 64
#2	BT_Cry1Ha1,BT_Cry1Hb1,NOV_Cry1Ha1_85.7_AIW52616.1	3	145	BT_Cry1Ha1; 65
#2	BT_Cry1Bg1,BT_Cry1Bi1,BT_Cry1Bf1	3	146	15; BT_Cry1Bf1
#2	BT_Cry1Ig1,BT_Cry1Ia11,BT_Cry1Id1	3	147	28; BT_Cry1Id1
#2	BT_Cry21Da1,BT_Cry21Ha1,BT_Cry5Ca1	3	148	38; BT_Cry5Ca1
#2	NOV_Cry2Ah2_92.7_AX098631.1,BT_Cry2Ah3,BT_Cry2Ak1	3	149	69; BT_Cry2Ak1
#2	BT_Cry2Al1,BT_Cry2Aa13,BT_Cry2Ai1	3	150	BT_Cry2Al1; 31
#2	BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1	3	151	71; BT_Cry7Gc1
#2	BT_Cry7Bb1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1	3	152	BT_Cry7Bb1; 72
#2	BT_Cry1Ab2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab12	3	153	73; BT_Cry1Ab12
#2	NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,BT_Cry1Ac39	3	154	74; BT_Cry1Ac39
#2	BT_Cry40Ca1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1	3	155	80; BT_Cry40Aa1
#2	BT_Cry20Ba2,NOV_Cry20Ba2_80.0_AGV55017.1,BT_Cry20Aa1	3	156	81; BT_Cry20Aa1
#2	BT_Cry5Da1,NOV_Cry21Aa2_44.6_AZR80772.1,BT_Cry12Aa1	3	157	75; BT_Cry12Aa1
#2	BT_Cry2Ag1,BT_Cry2Ab15,BT_Cry2Ab12	3	158	30; BT_Cry2Ab12
#2	BT_Cry18Aa1,BT_Cry18Ca1,BT_Cry18Ba1	3	159	BT_Cry18Aa1; 39
#2	BT_Cry31Aa6,BT_Cry31Ac1,BT_Cry31Ab1	3	160	BT_Cry31Aa6; 40
#2	BT_Cry63Aa1,BT_Cry5Ab1,BT_Cry5Ea2	3	161	BT_Cry63Aa1; 23
#2	NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1,BT_Cry32Ra1	3	162	86; BT_Cry32Ra1
#2	BT_Cry32Oa1,BT_Cry32Hb1,BT_Cry32Ha1	3	163	BT_Cry32Oa1; 48
#2	NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1,BT_Cry8La1	3	164	115; BT_Cry8La1
#2	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1	3	165	56; BT_Cry30Ea1
#2	BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Cb1	3	166	BT_Cry43Ca1; 58
#2	BT_Cry7Cb1,NOV_Cry7Ca1_99.7_ABR67863.2,NOV_Cry7Ca1_86.8_AGM39664.1	3	167	BT_Cry7Cb1; 102
#2	NOV_Cry40Da1_77.3_ARJ25823.1,NOV_Cry40Da1_81.5_AIN76756.1,BT_Cry40Da1	3	168	104; BT_Cry40Da1
#2	BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1	3	169	BT_Cry21Ca1; 106
#2	NOV_Cry4Ba1_63.8_OUB35623.1,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1	3	170	100; BT_Cry50Ba1
#2	BT_Cry28Aa2,NOV_Cry48Aa1_36.9_CAH33950.1,NOV_Cry48Aa1_36.6_CAH33948.1	3	171	BT_Cry28Aa2; 113
#2	NOV_Cry8Ha1_89.8_ATY50148.1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1	3	172	NOV_Cry8Ha1_89.8_ATY50148.1; 67
#2	BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1	3	173	36; NOV_Cry14Ab1_85.6_AXE15628.1
#2	BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,NOV_Cry70Bb1_67.1_OUB77817.1	3	174	95; NOV_Cry70Bb1_67.1_OUB77817.1
#2	NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Ia1,BT_Cry32Ka1	3	175	NOV_Cry32Hb1_41.4_AQX37181.1; 49
#2	NOV_Cry32Ta1_48.0_AQX37180.1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1	3	176	NOV_Cry32Ta1_48.0_AQX37180.1; 96
#2	BT_Cry32Da1,BT_Cry32Ua1,NOV_Cry41Ba2_42.3_BAD35166.1	3	177	52; NOV_Cry41Ba2_42.3_BAD35166.1
#2	BT_Cry17Aa1,BT_Cry16Aa1,NOV_Cry19Aa1_29.2_PEA88281.1	3	178	53; NOV_Cry19Aa1_29.2_PEA88281.1
#2	NOV_Cry53Ab1_40.9_APA45008.1,NOV_Cry53Aa1_40.7_WP_103591149.1,NOV_Cry53Ab1_40.0_CAH33955.1	3	179	118; NOV_Cry53Ab1_40.0_CAH33955.1
#2	NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_41.1_PGW46198.1	3	180	NOV_Cry14Aa1_44.0_PGW42274.1; 105
#2	NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry58Aa1_27.6_AGS78122.1	3	181	107; NOV_Cry58Aa1_27.6_AGS78122.1
#2	NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1	3	182	NOV_Cry10Aa1_97.0_ABW89733.1; 111
#2	NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	3	183	NOV_Cry56Aa4_77.6_ARJ25668.1; 112
#2	BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1	3	184	82; NOV_Cry68Aa1_74.8_WP_103592020.1
#2	NOV_Cry69Aa2_62.7_WP_103591151.1,NOV_Cry69Ab1_58.0_PEU83535.1,NOV_Cry69Ab1_59.2_WP_103591619.1	3	185	NOV_Cry69Aa2_62.7_WP_103591151.1; 117
#3	BT_Cry8Ad1,BT_Cry8Aa1,BT_Cry8Ab1,NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1	6	186	5; 122
#3	BT_Cry3Aa10,NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Ca1,BT_Cry3Bb1,BT_Cry3Ba1	5	187	140; 11
