depth	cry_list	cry_num	node	init_structure
#1	BT_Cry32Ea1,BT_Cry32Ea2	2	41	BT_Cry32Ea1; BT_Cry32Ea2
#1	BT_Cry41Ba1,BT_Cry32Fa1	2	42	BT_Cry41Ba1; BT_Cry32Fa1
#1	BT_Cry32Da1,BT_Cry32Ua1	2	43	BT_Cry32Da1; BT_Cry32Ua1
#1	BT_Cry32Ja1,BT_Cry32Ra1	2	44	BT_Cry32Ja1; BT_Cry32Ra1
#1	BT_Cry67Aa2,BT_Cry19Aa1	2	45	BT_Cry67Aa2; BT_Cry19Aa1
#1	BT_Cry40Ba1,BT_Cry24Ca1	2	46	BT_Cry40Ba1; BT_Cry24Ca1
#1	BT_Cry32Ma1,BT_Cry32Mb1	2	47	BT_Cry32Ma1; BT_Cry32Mb1
#1	BT_Cry32Cb1,BT_Cry32Ca1	2	48	BT_Cry32Cb1; BT_Cry32Ca1
#1	BT_Cry18Aa1,BT_Cry18Ba1	2	49	BT_Cry18Aa1; BT_Cry18Ba1
#1	BT_Cry43Ca1,BT_Cry43Cb1	2	50	BT_Cry43Ca1; BT_Cry43Cb1
#1	BT_Cry11Bb1,BT_Cry11Ba1	2	51	BT_Cry11Bb1; BT_Cry11Ba1
#1	BT_Cry21Aa1,BT_Cry21Ba1	2	52	BT_Cry21Aa1; BT_Cry21Ba1
#1	BT_Cry14Aa1,BT_Cry14Ab1	2	53	BT_Cry14Aa1; BT_Cry14Ab1
#1	BT_Cry31Ab1,BT_Cry31Ad1	2	54	BT_Cry31Ab1; BT_Cry31Ad1
#1	BT_Cry70Ba1,BT_Cry70Bb1	2	55	BT_Cry70Ba1; BT_Cry70Bb1
#1	BT_Cry53Aa1,BT_Cry53Ab1	2	56	BT_Cry53Aa1; BT_Cry53Ab1
#1	BT_Cry69Aa1,BT_Cry69Ab1	2	57	BT_Cry69Aa1; BT_Cry69Ab1
#1	BT_Cry72Aa1,BT_Cry71Aa1	2	58	BT_Cry72Aa1; BT_Cry71Aa1
#1	BT_Cry30Db1,BT_Cry30Da1	2	59	BT_Cry30Db1; BT_Cry30Da1
#1	BT_Cry30Ea1,BT_Cry30Aa1	2	60	BT_Cry30Ea1; BT_Cry30Aa1
#1	BT_Cry30Ca1,BT_Cry30Fa1	2	61	BT_Cry30Ca1; BT_Cry30Fa1
#1	BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1	2	62	BT_Cry8Ba1; NOV_Cry8Ba1_88.6_AEP25412.1
#1	NOV_Cry1Jc1_99.1_AAS93799.1,BT_Cry1Jd1	2	63	NOV_Cry1Jc1_99.1_AAS93799.1; BT_Cry1Jd1
#1	NOV_Cry7Ca1_99.7_ABR67863.2,BT_Cry7La1	2	64	NOV_Cry7Ca1_99.7_ABR67863.2; BT_Cry7La1
#1	NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Pa1	2	65	NOV_Cry8Ab1_80.3_AFP44678.1; BT_Cry8Pa1
#1	NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Bb1	2	66	NOV_Cry1Ie5_79.3_PQQ47595.1; BT_Cry1Bb1
#1	NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1	2	67	NOV_Cry8Ha1_89.4_ABB29866.1; BT_Cry8Ha1
#1	BT_Cry8Ra1,NOV_Cry8Ab1_80.0_AMR06151.1	2	68	BT_Cry8Ra1; NOV_Cry8Ab1_80.0_AMR06151.1
#1	BT_Cry7Ha1,NOV_Cry7Ca1_86.8_AGM39664.1	2	69	BT_Cry7Ha1; NOV_Cry7Ca1_86.8_AGM39664.1
#1	BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1	2	70	BT_Cry7Gb1; NOV_Cry7Gb1_94.1_AGM39662.1
#1	BT_Cry7Ac1,NOV_Cry7Ba1_84.3_AFI42043.1	2	71	BT_Cry7Ac1; NOV_Cry7Ba1_84.3_AFI42043.1
#1	BT_Cry7Cb1,NOV_Cry7Cb1_60.4_OTY00887.1	2	72	BT_Cry7Cb1; NOV_Cry7Cb1_60.4_OTY00887.1
#1	NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry5Da1	2	73	NOV_Cry5Ba1_48.7_TEA80813.1; BT_Cry5Da1
#1	NOV_Cry4Ca2_48.4_AZJ24771.1,BT_Cry54Aa1	2	74	NOV_Cry4Ca2_48.4_AZJ24771.1; BT_Cry54Aa1
#1	NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10	2	75	NOV_Cry2Ak1_76.8_AX513524.1; BT_Cry2Ac10
#1	NOV_Cry5Ba1_27.2_AZR80678.1,BT_Cry21Ha1	2	76	NOV_Cry5Ba1_27.2_AZR80678.1; BT_Cry21Ha1
#1	BT_Cry28Aa2,NOV_Cry4Ba1_31.6_AUM94650.1	2	77	BT_Cry28Aa2; NOV_Cry4Ba1_31.6_AUM94650.1
#1	NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1	2	78	NOV_Cry4Ba1_63.7_AJW76684.1; BT_Cry50Ba1
#1	BT_Cry57Ab1,NOV_Cry57Ab1_90.3_ACN87261.1	2	79	BT_Cry57Ab1; NOV_Cry57Ab1_90.3_ACN87261.1
#1	BT_Cry29Aa1,NOV_Cry29Aa1_96.4_OUC03129.1	2	80	BT_Cry29Aa1; NOV_Cry29Aa1_96.4_OUC03129.1
#1	NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ca1	2	81	NOV_Cry19Ba1_74.0_AGV55021.1; BT_Cry19Ca1
#1	NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry19Ba1	2	82	NOV_Cry52Ca1_62.9_AZJ24464.1; BT_Cry19Ba1
#1	BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1	2	83	BT_Cry27Aa1; NOV_Cry27Aa1_80.8_AGV55018.1
#1	NOV_Cry65Aa2_55.6_PDY37670.1,BT_Cry65Aa2	2	84	NOV_Cry65Aa2_55.6_PDY37670.1; BT_Cry65Aa2
#1	BT_Cry1Ab12,NOV_Cry1Ab32_92.7_AAK14337.1	2	85	BT_Cry1Ab12; NOV_Cry1Ab32_92.7_AAK14337.1
#1	BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1	2	86	BT_Cry1Ea10; NOV_Cry1Ea10_93.2_AAX86871.1
#1	NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Aa10	2	87	NOV_Cry3Aa12_81.9_AEZ53144.1; BT_Cry3Aa10
#1	BT_Cry40Da1,NOV_Cry40Da1_66.9_PEU78339.1	2	88	BT_Cry40Da1; NOV_Cry40Da1_66.9_PEU78339.1
#1	NOV_Cry73Aa1_88.4_AQM56942.1,BT_Cry73Aa1	2	89	NOV_Cry73Aa1_88.4_AQM56942.1; BT_Cry73Aa1
#1	BT_Cry32Ga1,NOV_Cry32Ea2_41.9_AQM56938.1	2	90	BT_Cry32Ga1; NOV_Cry32Ea2_41.9_AQM56938.1
#1	NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Oa1	2	91	NOV_Cry32Hb1_41.4_AQX37181.1; BT_Cry32Oa1
#1	BT_Cry41Ba2,NOV_Cry41Ba2_47.9_BAD35157.1	2	92	BT_Cry41Ba2; NOV_Cry41Ba2_47.9_BAD35157.1
#1	BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1	2	93	BT_Cry56Aa1; NOV_Cry56Aa4_77.6_ARJ25668.1
#1	BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1	2	94	BT_Cry68Aa1; NOV_Cry68Aa1_80.1_PEU91245.1
#1	BT_Cry20Aa1,NOV_Cry20Ba2_80.0_AGV55017.1	2	95	BT_Cry20Aa1; NOV_Cry20Ba2_80.0_AGV55017.1
#1	NOV_Cry21Ba1_28.9_PEZ39117.1,BT_Cry12Aa1	2	96	NOV_Cry21Ba1_28.9_PEZ39117.1; BT_Cry12Aa1
#1	BT_Cry13Aa1,NOV_Cry13Aa1_50.1_ANS46780.1	2	97	BT_Cry13Aa1; NOV_Cry13Aa1_50.1_ANS46780.1
#1	NOV_Cry71Aa1_65.9_PEU78325.1,BT_Cry39Aa1	2	98	NOV_Cry71Aa1_65.9_PEU78325.1; BT_Cry39Aa1
#1	NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1A-like	2	99	NOV_Cry1Ab12_91.4_AAK14338.1; BT_Cry1A-like
#1	NOV_Cry70Aa1_77.7_WP_098222608.1,BT_Cry70Aa1	2	100	NOV_Cry70Aa1_77.7_WP_098222608.1; BT_Cry70Aa1
#1	NOV_Cry8Ca1_42.6_ABY46520.1,NOV_Cry8Ca1_41.2_AST51780.1	2	101	NOV_Cry8Ca1_42.6_ABY46520.1; NOV_Cry8Ca1_41.2_AST51780.1
#1	NOV_Cry1Ha1_85.7_AIW52616.1,NOV_Cry1Da1_83.2_AIW52615.1	2	102	NOV_Cry1Ha1_85.7_AIW52616.1; NOV_Cry1Da1_83.2_AIW52615.1
#1	NOV_Cry30Ga2_64.5_ARJ25665.1,NOV_Cry4Ca2_51.6_AZJ24420.1	2	103	NOV_Cry30Ga2_64.5_ARJ25665.1; NOV_Cry4Ca2_51.6_AZJ24420.1
#1	NOV_Cry48Aa1_36.6_CAH33948.1,NOV_Cry48Aa1_36.9_CAH33950.1	2	104	NOV_Cry48Aa1_36.6_CAH33948.1; NOV_Cry48Aa1_36.9_CAH33950.1
#1	NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.0_ABW89733.1	2	105	NOV_Cry10Aa1_94.4_ABW89736.1; NOV_Cry10Aa1_97.0_ABW89733.1
#1	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ba2_43.6_BAD35163.1	2	106	NOV_Cry32Ma1_57.7_AXY11484.1; NOV_Cry41Ba2_43.6_BAD35163.1
#1	NOV_Cry43Cb1_38.6_AGV55020.1,NOV_Cry53Ab1_39.4_AFM37573.1	2	107	NOV_Cry43Cb1_38.6_AGV55020.1; NOV_Cry53Ab1_39.4_AFM37573.1
#1	NOV_Cry11Aa1_99.2_AXJ97555.1,NOV_Cry11Aa1_95.8_ABW89741.1	2	108	NOV_Cry11Aa1_99.2_AXJ97555.1; NOV_Cry11Aa1_95.8_ABW89741.1
#1	NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1	2	109	NOV_Cry21Ca2_65.9_AZR80774.1; NOV_Cry21Ca2_64.6_AZR80780.1
#1	NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry14Ab1_42.4_PGW46196.1	2	110	NOV_Cry14Aa1_41.1_PGW46198.1; NOV_Cry14Ab1_42.4_PGW46196.1
#1	NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry58Aa1_27.6_AGS78122.1	2	111	NOV_Cry58Aa1_29.0_AGS78123.2; NOV_Cry58Aa1_27.6_AGS78122.1
#1	NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry21Ca1_38.9_AEH76823.1	2	112	NOV_Cry21Ca2_37.1_AOM14729.1; NOV_Cry21Ca1_38.9_AEH76823.1
#1	NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1	2	113	NOV_Cry21Fa1_47.3_OTY57628.1; NOV_Cry21Fa1_31.0_OTW70091.1
#1	NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1	2	114	NOV_Cry8Ma2_96.0_WP_103622989.1; NOV_Cry8Ma3_96.0_ATY50149.1
#1	NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1	2	115	NOV_Cry8Db1_49.9_WP_103653049.1; NOV_Cry8Db1_51.1_PNK22955.1
#1	NOV_Cry32Wa1_39.0_PEE63029.1,NOV_Cry41Ca1_39.9_WP_001075423.1	2	116	NOV_Cry32Wa1_39.0_PEE63029.1; NOV_Cry41Ca1_39.9_WP_001075423.1
#1	NOV_Cry53Aa1_40.7_WP_103591149.1,NOV_Cry53Ab1_40.9_APA45008.1	2	117	NOV_Cry53Aa1_40.7_WP_103591149.1; NOV_Cry53Ab1_40.9_APA45008.1
#1	NOV_Cry69Ab1_59.2_WP_103591619.1,NOV_Cry69Aa2_62.7_WP_103591151.1	2	118	NOV_Cry69Ab1_59.2_WP_103591619.1; NOV_Cry69Aa2_62.7_WP_103591151.1
#2	BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Fa2,BT_Cry8Ga1	4	119	62; 2
#2	NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry19Ba1	4	120	81; 82
#2	NOV_Cry65Aa2_55.6_PDY37670.1,BT_Cry65Aa2,NOV_Cry1Jc1_99.1_AAS93799.1,BT_Cry1Jd1	4	121	84; 63
#2	NOV_Cry7Ca1_99.7_ABR67863.2,BT_Cry7La1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Pa1	4	122	64; 65
#2	NOV_Cry1Ha1_85.7_AIW52616.1,NOV_Cry1Da1_83.2_AIW52615.1,BT_Cry1Db1,BT_Cry1Da1	4	123	102; 5
#2	NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Bb1,BT_Cry1Ja1,BT_Cry1Fb1	4	124	66; 10
#2	NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1A-like,BT_Cry1Ab12,NOV_Cry1Ab32_92.7_AAK14337.1	4	125	99; 85
#2	NOV_Cry73Aa1_88.4_AQM56942.1,BT_Cry73Aa1,BT_Cry32Pa1,BT_Cry32Wa1	4	126	89; 37
#2	BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Ga1,NOV_Cry32Ea2_41.9_AQM56938.1	4	127	41; 90
#2	BT_Cry13Aa1,NOV_Cry13Aa1_50.1_ANS46780.1,BT_Cry5Ba1,BT_Cry5Ab1	4	128	97; 27
#2	NOV_Cry71Aa1_65.9_PEU78325.1,BT_Cry39Aa1,BT_Cry53Aa1,BT_Cry53Ab1	4	129	98; 56
#2	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,BT_Cry30Aa1	4	130	59; 60
#2	NOV_Cry11Aa1_99.2_AXJ97555.1,NOV_Cry11Aa1_95.8_ABW89741.1,BT_Cry11Bb1,BT_Cry11Ba1	4	131	108; 51
#2	NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1	4	132	112; 113
#2	BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Na1	3	133	3; BT_Cry8Na1
#2	BT_Cry8Ab1,BT_Cry8Ac1,BT_Cry8Qa1	3	134	BT_Cry8Ab1; 4
#2	BT_Cry9Ca1,BT_Cry9Dc1,BT_Cry9Ba1	3	135	BT_Cry9Ca1; 6
#2	BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Db1	3	136	7; BT_Cry9Db1
#2	BT_Cry4Aa1,BT_Cry29Aa1,NOV_Cry29Aa1_96.4_OUC03129.1	3	137	BT_Cry4Aa1; 80
#2	BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bf1	3	138	14; BT_Cry1Bf1
#2	NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,BT_Cry8Hb1	3	139	67; BT_Cry8Hb1
#2	BT_Cry1Ig1,BT_Cry1Ka2,BT_Cry1Fa1	3	140	17; BT_Cry1Fa1
#2	BT_Cry8Ad1,BT_Cry8Ra1,NOV_Cry8Ab1_80.0_AMR06151.1	3	141	BT_Cry8Ad1; 68
#2	NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Aa10,BT_Cry3Ca1	3	142	87; BT_Cry3Ca1
#2	BT_Cry7Fa1,BT_Cry7Ha1,NOV_Cry7Ca1_86.8_AGM39664.1	3	143	BT_Cry7Fa1; 69
#2	BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1	3	144	70; BT_Cry7Gc1
#2	BT_Cry7Ab1,BT_Cry7Ab5,BT_Cry7Aa1	3	145	18; BT_Cry7Aa1
#2	BT_Cry7Ia1,BT_Cry7Ba1,BT_Cry7Da1	3	146	20; BT_Cry7Da1
#2	BT_Cry8Ia3,BT_Cry8Ib1,BT_Cry8Ta1	3	147	21; BT_Cry8Ta1
#2	BT_Cry2Aa13,BT_Cry2Ai1,BT_Cry2Al1	3	148	30; BT_Cry2Al1
#2	NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10,BT_Cry2Ba2	3	149	75; BT_Cry2Ba2
#2	NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry5Da1,BT_Cry5Ea2	3	150	73; BT_Cry5Ea2
#2	BT_Cry54Ba1,NOV_Cry4Ca2_48.4_AZJ24771.1,BT_Cry54Aa1	3	151	BT_Cry54Ba1; 74
#2	NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1,BT_Cry8Bc1	3	152	114; BT_Cry8Bc1
#2	NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1,BT_Cry8Db1	3	153	115; BT_Cry8Db1
#2	BT_Cry1Ia11,BT_Cry1Ic1,BT_Cry1Ia18	3	154	29; BT_Cry1Ia18
#2	BT_Cry1Ca11,BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1	3	155	BT_Cry1Ca11; 86
#2	BT_Cry32Ka1,BT_Cry32Ha1,BT_Cry32Hb1	3	156	BT_Cry32Ka1; 40
#2	BT_Cry32Da1,BT_Cry32Ua1,BT_Cry32Ia1	3	157	43; BT_Cry32Ia1
#2	BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry32Aa1	3	158	47; BT_Cry32Aa1
#2	BT_Cry32Cb1,BT_Cry32Ca1,BT_Cry62Aa1	3	159	48; BT_Cry62Aa1
#2	BT_Cry18Aa1,BT_Cry18Ba1,BT_Cry18Ca1	3	160	49; BT_Cry18Ca1
#2	BT_Cry43Cc1,BT_Cry43Ca1,BT_Cry43Cb1	3	161	BT_Cry43Cc1; 50
#2	BT_Cry20Ba2,BT_Cry20Aa1,NOV_Cry20Ba2_80.0_AGV55017.1	3	162	BT_Cry20Ba2; 95
#2	BT_Cry31Aa6,BT_Cry31Ab1,BT_Cry31Ad1	3	163	BT_Cry31Aa6; 54
#2	BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1	3	164	BT_Cry21Ca1; 109
#2	NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry58Aa1_27.6_AGS78122.1,BT_Cry58Aa1	3	165	111; BT_Cry58Aa1
#2	NOV_Cry2Ba1_29.9_AEX63666.1,BT_Cry57Ab1,NOV_Cry57Ab1_90.3_ACN87261.1	3	166	NOV_Cry2Ba1_29.9_AEX63666.1; 79
#2	NOV_Cry8Ja1_60.3_PEE68563.1,BT_Cry8Ca1,BT_Cry8Ja1	3	167	NOV_Cry8Ja1_60.3_PEE68563.1; 22
#2	NOV_Cry4Cb3_34.4_PEA86378.1,NOV_Cry30Ga2_64.5_ARJ25665.1,NOV_Cry4Ca2_51.6_AZJ24420.1	3	168	NOV_Cry4Cb3_34.4_PEA86378.1; 103
#2	BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1,NOV_Cry19Aa1_29.2_PEA88281.1	3	169	83; NOV_Cry19Aa1_29.2_PEA88281.1
#2	BT_Cry40Da1,NOV_Cry40Da1_66.9_PEU78339.1,NOV_Cry40Da1_81.5_AIN76756.1	3	170	88; NOV_Cry40Da1_81.5_AIN76756.1
#2	BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry40Da1_65.0_CAH33957.1	3	171	35; NOV_Cry40Da1_65.0_CAH33957.1
#2	NOV_Cry32Ua1_65.2_AQM56939.1,BT_Cry32Ba1,BT_Cry32La1	3	172	NOV_Cry32Ua1_65.2_AQM56939.1; 38
#2	NOV_Cry32Ta1_48.0_AQX37180.1,NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Oa1	3	173	NOV_Cry32Ta1_48.0_AQX37180.1; 91
#2	NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ai1,BT_Cry1Ah2	3	174	NOV_Cry1Ac23_90.7_CAQ03747.1; 25
#2	NOV_Cry43Cb1_38.6_AGV55020.1,NOV_Cry53Ab1_39.4_AFM37573.1,NOV_Cry9Ga1_58.0_AJS57594.1	3	175	107; NOV_Cry9Ga1_58.0_AJS57594.1
#2	BT_Cry21Aa1,BT_Cry21Ba1,NOV_Cry21Aa2_44.6_AZR80772.1	3	176	52; NOV_Cry21Aa2_44.6_AZR80772.1
#2	BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1	3	177	53; NOV_Cry14Ab1_85.6_AXE15628.1
#2	BT_Cry70Ba1,BT_Cry70Bb1,NOV_Cry70Bb1_67.1_OUB77817.1	3	178	55; NOV_Cry70Bb1_67.1_OUB77817.1
#2	NOV_Cry69Ab1_58.0_PEU83535.1,BT_Cry69Aa1,BT_Cry69Ab1	3	179	NOV_Cry69Ab1_58.0_PEU83535.1; 57
#2	NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry72Aa1,BT_Cry71Aa1	3	180	NOV_Cry40Aa1_67.9_CQ868314.1; 58
#2	NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.0_ABW89733.1	3	181	NOV_Cry10Aa1_97.2_ABW89735.1; 105
#2	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_42.3_BAD35166.1	3	182	106; NOV_Cry41Ba2_42.3_BAD35166.1
#2	NOV_Cry53Aa1_40.7_WP_103591149.1,NOV_Cry53Ab1_40.9_APA45008.1,NOV_Cry53Ab1_40.0_CAH33955.1	3	183	117; NOV_Cry53Ab1_40.0_CAH33955.1
#2	NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry14Ab1_42.4_PGW46196.1	3	184	NOV_Cry14Aa1_44.0_PGW42274.1; 110
#2	NOV_Cry7Gb1_28.6_WP_103574454.1,BT_Cry59Aa1,BT_Cry59Ba1	3	185	NOV_Cry7Gb1_28.6_WP_103574454.1; 32
#2	BT_Cry32Ta1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1	3	186	39; NOV_Cry32Va1_61.0_WP_134996253.1
#2	NOV_Cry32Ea2_45.2_WP_087949412.1,BT_Cry32Ja1,BT_Cry32Ra1	3	187	NOV_Cry32Ea2_45.2_WP_087949412.1; 44
#2	BT_Cry40Ba1,BT_Cry24Ca1,NOV_Cry24Aa1_98.3_WP_086403584.1	3	188	46; NOV_Cry24Aa1_98.3_WP_086403584.1
#2	BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1	3	189	93; NOV_Cry56Aa4_79.3_WP_103592286.1
