AFU17297.1	Cry54Aa1	100	BT_Cry54Aa1	GCA_000300475.1	CP003692.1	Complete Genome	33274	35178	+
AFU17323.1	Cry68Aa1	99.9	NOV_Cry68Aa1_99.9_AFU17323.1	GCA_000300475.1	CP003692.1	Complete Genome	61541	64051	-
AFU17333.1	Cry30Fa1	98.8	NOV_Cry30Fa1_98.8_AFU17333.1	GCA_000300475.1	CP003692.1	Complete Genome	75994	78126	-
AFU17344.1	Cry54Aa1	88.1	NOV_Cry54Aa1_88.1_AFU17344.1	GCA_000300475.1	CP003692.1	Complete Genome	87683	89914	-
AFU17354.1	Cry53Ab1	99.7	NOV_Cry53Ab1_99.7_AFU17354.1	GCA_000300475.1	CP003692.1	Complete Genome	103253	105262	-
AFU16949.1	Cry69Aa1	100	BT_Cry69Aa1	GCA_000300475.1	CP003690.1	Complete Genome	47	3697	+
AFU17015.1	Cry4Cc1	99.4	NOV_Cry4Cc1_99.4_AFU17015.1	GCA_000300475.1	CP003690.1	Complete Genome	58993	62628	+
AFU17024.1	Cry70Ba1	98.6	NOV_Cry70Ba1_98.6_AFU17024.1	GCA_000300475.1	CP003690.1	Complete Genome	72517	74943	-
AGE81486.1	Cry1Ac10	100	BT_Cry1Ac10	GCA_000338755.1	CP004070.1	Complete Genome	3512	7048	-
AGG04729.1	Cry1Ba1	99.9	NOV_Cry1Ba1_99.9_AGG04729.1	GCA_000341665.1	CP004134.1	Complete Genome	5900	9586	-
AGG05318.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000341665.1	CP004136.1	Complete Genome	261453	263354	+
AGG05325.1	Cry1Aa12	100	BT_Cry1Aa12	GCA_000341665.1	CP004136.1	Complete Genome	271198	274728	+
AGG05326.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000341665.1	CP004136.1	Complete Genome	275235	277394	+
AGG05333.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_000341665.1	CP004136.1	Complete Genome	282614	284515	-
AGG04467.1	Cry1Ab21	100	BT_Cry1Ab21	GCA_000341665.1	CP004131.1	Complete Genome	5426	8893	-
ERH96459.1	Cry1Aa12	100	BT_Cry1Aa12	GCA_000387405.2	ARXZ02000094.1	Scaffold	2472	5927	+
ERH97545.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000387405.2	ARXZ02000029.1	Scaffold	13725	15626	+
ERH97550.1	Cry1Ba1	99.8	NOV_Cry1Ba1_99.8_ERH97550.1	GCA_000387405.2	ARXZ02000029.1	Scaffold	25024	28710	+
ERH97551.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000387405.2	ARXZ02000029.1	Scaffold	29217	31376	+
ERH97558.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_000387405.2	ARXZ02000029.1	Scaffold	36783	38684	-
ETE89313.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000468975.2	AMXS02000188.1	Scaffold	7011	8912	-
ETE91940.1	Cry1Da1	100	BT_Cry1Da1	GCA_000468975.2	AMXS02000123.1	Scaffold	27795	29973	+
ETE91952.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000468975.2	AMXS02000123.1	Scaffold	49893	52052	-
ETE96065.1	Cry9Ea1	100	BT_Cry9Ea1	GCA_000468975.2	AMXS02000058.1	Scaffold	425	3877	+
ETE88270.1	Cry1Fa1	100	BT_Cry1Fa1	GCA_000468995.3	AMXT02000369.1	Contig	1941	3951	+
ETE89765.1	Cry1Ia7	100	BT_Cry1Ia7	GCA_000468995.3	AMXT02000319.1	Contig	3649	5808	-
ETE89897.1	Cry1Da1	100	BT_Cry1Da1	GCA_000468995.3	AMXT02000316.1	Contig	1	2069	-
ETE93019.1	Cry9Ea1	100	BT_Cry9Ea1	GCA_000468995.3	AMXT02000231.1	Contig	416	3868	+
ETE96169.1	Cry1Ca8	97.8	NOV_Cry1Ca8_97.8_ETE96169.1	GCA_000468995.3	AMXT02000151.1	Contig	1	3171	-
ETF00019.1	Cry1Aa12	95.9	NOV_Cry1Aa12_95.9_ETF00019.1	GCA_000468995.3	AMXT02000010.1	Contig	1	1885	-
AHA70031.1	Cry5Ba2	100	BT_Cry5Ba2	GCA_000497525.2	CP005935.1	Complete Genome	867833	871570	-
CDN39519.1	Cry21Fa1	100	BT_Cry21Fa1	GCA_000530375.1	HG810024.1	Scaffold	60251	64078	-
CDN39777.1	Cry21Ha1	100	BT_Cry21Ha1	GCA_000530375.1	HG810028.1	Scaffold	1	3440	-
EXY04803.1	Cry1Bd1	99.9	NOV_Cry1Bd1_99.9_EXY04803.1	GCA_000600315.1	KK088255.1	Scaffold	2157	5852	-
EXY04555.1	Cry1Ab35	100	BT_Cry1Ab35	GCA_000600315.1	KK088281.1	Scaffold	4159	7674	+
EXY04526.1	Cry1Cb1	100	BT_Cry1Cb1	GCA_000600315.1	KK088287.1	Scaffold	1080	4610	-
EXY04520.1	Cry1Ga1	100	BT_Cry1Ga1	GCA_000600315.1	KK088289.1	Scaffold	1873	5373	+
EXY04476.1	Cry9Aa1	100	BT_Cry9Aa1	GCA_000600315.1	KK088301.1	Scaffold	1712	4052	+
EXY04468.1	Cry1Gb2	99.9	NOV_Cry1Gb2_99.9_EXY04468.1	GCA_000600315.1	KK088306.1	Scaffold	153	3632	+
EXY05450.1	Cry1Ib7	99.9	NOV_Cry1Ib7_99.9_EXY05450.1	GCA_000600315.1	KK088376.1	Scaffold	5288	7447	-
EXY05451.1	Cry1Db1	100	BT_Cry1Db1	GCA_000600315.1	KK088376.1	Scaffold	7952	11434	-
EXY05452.1	Cry1Fb1	100	BT_Cry1Fb1	GCA_000600315.1	KK088376.1	Scaffold	13126	16650	-
EXY05361.1	Cry2Ac6	100	BT_Cry2Ac6	GCA_000600315.1	KK088381.1	Scaffold	9865	11736	-
EXY05362.1	Cry2Ad2	98.1	NOV_Cry2Ad2_98.1_EXY05362.1	GCA_000600315.1	KK088381.1	Scaffold	11919	13646	-
EXY05115.1	Cry2Ab4	100	BT_Cry2Ab4	GCA_000600315.1	KK088394.1	Scaffold	15861	17612	-
AHZ54986.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000688795.1	CP004861.1	Complete Genome	224581	226482	+
AHZ54991.1	Cry1Aa12	100	BT_Cry1Aa12	GCA_000688795.1	CP004861.1	Complete Genome	234327	237857	+
AHZ54992.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000688795.1	CP004861.1	Complete Genome	238364	240523	+
AHZ54998.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_000688795.1	CP004861.1	Complete Genome	245743	247644	-
AHZ55258.1	Cry1Ac4	100	BT_Cry1Ac4	GCA_000688795.1	CP004868.1	Complete Genome	90491	94027	-
KEH48722.1	Cry1Ac20	100	BT_Cry1Ac20	GCA_000710255.1	JMHW01000065.1	Contig	39	3185	+
KEH48187.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000710255.1	JMHW01000075.1	Contig	533	2692	+
KEH48195.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_000710255.1	JMHW01000075.1	Contig	7912	9813	-
KEH48048.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000710255.1	JMHW01000078.1	Contig	10458	12359	+
KEH45261.1	Cry1Ab12	100	BT_Cry1Ab12	GCA_000710255.1	JMHW01000168.1	Contig	479	3946	-
AIE37434.1	Cry2Ab16	99.8	NOV_Cry2Ab16_99.8_AIE37434.1	GCA_000717535.1	CP004876.1	Complete Genome	226144	228045	+
AIE37439.1	Cry1Aa11	99.9	NOV_Cry1Aa11_99.9_AIE37439.1	GCA_000717535.1	CP004876.1	Complete Genome	235898	239428	+
AIE37440.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000717535.1	CP004876.1	Complete Genome	239935	242094	+
AIE37446.1	Cry2Aa1	99.4	NOV_Cry2Aa1_99.4_AIE37446.1	GCA_000717535.1	CP004876.1	Complete Genome	247397	249298	-
AIE37011.1	Cry1Ab12	100	BT_Cry1Ab12	GCA_000717535.1	CP004873.1	Complete Genome	54173	57640	+
AIE37211.1	Cry1Ac5	100	BT_Cry1Ac5	GCA_000717535.1	CP004875.1	Complete Genome	87364	90897	-
AIM34735.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000747545.1	CP007615.1	Complete Genome	197716	199617	+
AIM34741.1	Cry1Aa12	100	BT_Cry1Aa12	GCA_000747545.1	CP007615.1	Complete Genome	207462	210992	+
AIM34742.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000747545.1	CP007615.1	Complete Genome	211499	213658	+
AIM34751.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_000747545.1	CP007615.1	Complete Genome	218878	220779	-
AIM34400.1	Cry1Ac4	100	BT_Cry1Ac4	GCA_000747545.1	CP007613.1	Complete Genome	45643	49179	+
AIM34414.1	Cry1Ac4	100	BT_Cry1Ac4	GCA_000747545.1	CP007614.1	Complete Genome	1	3537	+
ALL21863.1	Cry7Gd1	100	BT_Cry7Gd1	GCA_000774075.2	CP013000.1	Complete Genome	1982475	1985870	-
ALL25005.1	Cry7Cb1	100	BT_Cry7Cb1	GCA_000774075.2	CP013000.1	Complete Genome	2025825	2029286	-
ALL21966.1	Cry7Ea2	100	BT_Cry7Ea2	GCA_000774075.2	CP013000.1	Complete Genome	2125351	2128824	+
ALL21973.1	Cry67Aa2	100	BT_Cry67Aa2	GCA_000774075.2	CP013000.1	Complete Genome	2144106	2147315	-
ALL21979.1	Cry7Fa2	99.9	NOV_Cry7Fa2_99.9_ALL21979.1	GCA_000774075.2	CP013000.1	Complete Genome	2165316	2168669	-
ALL21984.1	Cry61Aa3	100	BT_Cry61Aa3	GCA_000774075.2	CP013000.1	Complete Genome	2172180	2175644	+
ALL11724.1	Cry7Gd1	100	BT_Cry7Gd1	GCA_000774075.2	CP013001.1	Complete Genome	183857	187252	-
ALL11871.1	Cry7Cb1	100	BT_Cry7Cb1	GCA_000774075.2	CP013001.1	Complete Genome	227207	230668	-
ALL11828.1	Cry7Ea2	100	BT_Cry7Ea2	GCA_000774075.2	CP013001.1	Complete Genome	326733	330206	+
ALL11835.1	Cry67Aa2	100	BT_Cry67Aa2	GCA_000774075.2	CP013001.1	Complete Genome	345488	348697	-
ALL11841.1	Cry7Fa2	99.9	NOV_Cry7Fa2_99.9_ALL11841.1	GCA_000774075.2	CP013001.1	Complete Genome	366698	370051	-
ALL11846.1	Cry61Aa3	100	BT_Cry61Aa3	GCA_000774075.2	CP013001.1	Complete Genome	373562	377026	+
AJA23643.1	Cry1Ac10	100	BT_Cry1Ac10	GCA_000803665.1	CP010092.1	Complete Genome	110259	113795	-
AJA23501.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000803665.1	CP010091.1	Complete Genome	238773	240674	+
AJA23506.1	Cry1Aa12	100	BT_Cry1Aa12	GCA_000803665.1	CP010091.1	Complete Genome	248519	252049	+
AJA23507.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000803665.1	CP010091.1	Complete Genome	252556	254715	+
AJA23511.1	Cry9Ea1	100	BT_Cry9Ea1	GCA_000803665.1	CP010091.1	Complete Genome	261876	265328	-
AJA23086.1	Cry1Ca8	100	BT_Cry1Ca8	GCA_000803665.1	CP010090.1	Complete Genome	149756	153325	-
AJA23088.1	Cry1Da1	100	BT_Cry1Da1	GCA_000803665.1	CP010090.1	Complete Genome	156312	159809	-
KIP24267.1	Cry1Ka1	98.4	NOV_Cry1Ka1_98.4_KIP24267.1	GCA_000833655.1	JTHH01000008.1	Contig	1624774	1628418	-
KIP24195.1	Cry1Ib11	99.9	NOV_Cry1Ib11_99.9_KIP24195.1	GCA_000833655.1	JTHH01000008.1	Contig	1667259	1669418	-
AJK38183.1	Cry1Ac5	100	BT_Cry1Ac5	GCA_000835235.1	CP009999.1	Chromosome	67255	70788	-
AJK37985.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_000835235.1	CP009999.1	Chromosome	106279	108180	+
AJK38154.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_000835235.1	CP009999.1	Chromosome	113400	115559	-
AJK37978.1	Cry1Aa11	100	BT_Cry1Aa11	GCA_000835235.1	CP009999.1	Chromosome	116066	119596	-
AJK38083.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000835235.1	CP009999.1	Chromosome	127441	129342	-
AJK38600.1	Cry1Ab12	100	BT_Cry1Ab12	GCA_000835235.1	CP010003.1	Chromosome	48395	51862	-
KIU76094.1	Cry65Aa2	99.9	NOV_Cry65Aa2_99.9_KIU76094.1	GCA_000878525.1	KN849182.1	Scaffold	23733	26915	-
KIU74504.1	Cry5Ea2	100	BT_Cry5Ea2	GCA_000878525.1	KN849188.1	Scaffold	77054	79663	-
KIU74325.1	Cry5Da1	100	BT_Cry5Da1	GCA_000878525.1	KN849189.1	Scaffold	4889	8428	-
KIU70667.1	Cry5Ca1	100	BT_Cry5Ca1	GCA_000878525.1	KN849241.1	Scaffold	60780	64763	-
KKB28324.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_000969665.1	JWJY01000059.1	Contig	10288	12189	+
KKB28329.1	Cry1Ac10	100	BT_Cry1Ac10	GCA_000969665.1	JWJY01000059.1	Contig	20034	23570	+
AKJ62760.1	Cry1Ac5	100	BT_Cry1Ac5	GCA_001017635.1	CP011350.1	Complete Genome	559091	562624	-
AKJ62786.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_001017635.1	CP011350.1	Complete Genome	598115	600016	+
AKJ62789.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_001017635.1	CP011350.1	Complete Genome	605236	607395	-
AKJ62790.1	Cry1Aa11	100	BT_Cry1Aa11	GCA_001017635.1	CP011350.1	Complete Genome	607902	611432	-
AKJ62795.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_001017635.1	CP011350.1	Complete Genome	619277	621178	-
AKR12899.1	Cry30Ga2	97.1	NOV_Cry30Ga2_97.1_AKR12899.1	GCA_001182785.1	CP012101.1	Complete Genome	17255	19102	+
AKR12909.1	Cry71Aa1	100	BT_Cry71Aa1	GCA_001182785.1	CP012101.1	Complete Genome	35327	37477	+
AKR12911.1	Cry72Aa1	100	BT_Cry72Aa1	GCA_001182785.1	CP012101.1	Complete Genome	43986	46112	-
AKR12921.1	Cry70Aa1	99.9	NOV_Cry70Aa1_99.9_AKR12921.1	GCA_001182785.1	CP012101.1	Complete Genome	59279	61687	-
AKR13091.1	Cry30Ea4	100	BT_Cry30Ea4	GCA_001182785.1	CP012101.1	Complete Genome	303632	305698	+
AKR13097.1	Cry69Ab1	100	BT_Cry69Ab1	GCA_001182785.1	CP012101.1	Complete Genome	312378	316010	+
AKR13106.1	Cry50Ba2	99.9	NOV_Cry50Ba2_99.9_AKR13106.1	GCA_001182785.1	CP012101.1	Complete Genome	326206	328245	-
AKR13252.1	Cry56Aa4	100	BT_Cry56Aa4	GCA_001182785.1	CP012103.1	Complete Genome	58530	60515	+
AKR13360.1	Cry54Ba2	100	BT_Cry54Ba2	GCA_001182785.1	CP012108.1	Complete Genome	992	3091	-
AKR38906.1	Cry7Da1	100	BT_Cry7Da1	GCA_001183785.1	CP010111.1	Complete Genome	142760	146194	-
AKR38911.1	Cry7Fb2	100	BT_Cry7Fb2	GCA_001183785.1	CP010111.1	Complete Genome	151966	155472	-
AKR38949.1	Cry7Ga2	100	BT_Cry7Ga2	GCA_001183785.1	CP010111.1	Complete Genome	196847	200242	+
KQB18012.1	Cry4Ba1	100	BT_Cry4Ba1	GCA_001402735.1	LIIT01000231.1	Scaffold	7999	10621	+
KQB17992.1	Cry10Aa3	100	BT_Cry10Aa3	GCA_001402735.1	LIIT01000238.1	Scaffold	3033	5060	+
KQB18067.1	Cry11Aa1	100	BT_Cry11Aa1	GCA_001402735.1	LIIT01000204.1	Scaffold	2951	4882	-
ALL62164.1	Cry1Ac5	100	BT_Cry1Ac5	GCA_001420855.1	CP013056.1	Complete Genome	195966	199499	-
ALL62189.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_001420855.1	CP013056.1	Complete Genome	234991	236892	+
BAR87544.1	Cry2Aa8	100	BT_Cry2Aa8	GCA_001548175.1	AP014866.1	Complete Genome	173004	174905	+
BAR87552.1	Cry1Ia12	100	BT_Cry1Ia12	GCA_001548175.1	AP014866.1	Complete Genome	180125	181783	-
BAR87554.1	Cry1Ea11	98.2	NOV_Cry1Ea11_98.2_BAR87554.1	GCA_001548175.1	AP014866.1	Complete Genome	182802	186314	-
AMR06122.1	Cry8Ea3	100	BT_Cry8Ea3	GCA_001595725.1	CP014284.1	Complete Genome	41186	44680	-
AMR06151.1	Cry8Ab1	80	NOV_Cry8Ab1_80.0_AMR06151.1	GCA_001595725.1	CP014284.1	Complete Genome	96680	98896	+
AMR88428.1	Cry1Fb4	99.8	NOV_Cry1Fb4_99.8_AMR88428.1	GCA_001598095.1	CP014852.1	Complete Genome	78646	82152	-
AMR88562.1	Cry1Hb1	100	BT_Cry1Hb1	GCA_001598095.1	CP014853.1	Complete Genome	104461	107970	+
AMR88563.1	Cry1Bb1	99.9	NOV_Cry1Bb1_99.9_AMR88563.1	GCA_001598095.1	CP014853.1	Complete Genome	111538	115227	+
AMR88565.1	Cry1Ab18	100	BT_Cry1Ab18	GCA_001598095.1	CP014853.1	Complete Genome	120500	124033	+
AMR88570.1	Cry1Nb1	100	BT_Cry1Nb1	GCA_001598095.1	CP014853.1	Complete Genome	135683	137698	-
AMR88574.1	Cry1Ja2	100	BT_Cry1Ja2	GCA_001598095.1	CP014853.1	Complete Genome	142375	145878	-
AMR88576.1	Cry1Id1	100	BT_Cry1Id1	GCA_001598095.1	CP014853.1	Complete Genome	149145	151304	-
AMR88578.1	Cry1Da3	99.9	NOV_Cry1Da3_99.9_AMR88578.1	GCA_001598095.1	CP014853.1	Complete Genome	153530	157024	-
AMR88604.1	Cry2Ad1	100	BT_Cry2Ad1	GCA_001598095.1	CP014853.1	Complete Genome	199558	201459	-
AND11132.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_001640965.1	CP015177.1	Complete Genome	220870	222771	+
AND11141.1	Cry1Ae1	99.9	NOV_Cry1Ae1_99.9_AND11141.1	GCA_001640965.1	CP015177.1	Complete Genome	249585	253130	-
ANS46158.1	Cry13Aa1	100	BT_Cry13Aa1	GCA_001685565.1	CP015350.1	Complete Genome	665088	667499	-
ANS46780.1	Cry13Aa1	50.1	NOV_Cry13Aa1_50.1_ANS46780.1	GCA_001685565.1	CP015350.1	Complete Genome	1284250	1286685	-
ANS50148.1	Cry13Aa1	87.1	NOV_Cry13Aa1_87.1_ANS50148.1	GCA_001685565.1	CP015350.1	Complete Genome	4484416	4486800	+
AOM14729.1	Cry21Ca2	37.1	NOV_Cry21Ca2_37.1_AOM14729.1	GCA_001721165.1	CP015255.1	Complete Genome	8946	12938	+
OIX12409.1	Cry9Ea1	100	BT_Cry9Ea1	GCA_001880115.1	MOXQ01000142.1	Scaffold	463	3915	+
OIX18506.1	Cry1Ca8	100	BT_Cry1Ca8	GCA_001880115.1	MOXQ01000033.1	Scaffold	34449	38018	+
OIX18511.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_001880115.1	MOXQ01000033.1	Scaffold	49960	52119	-
OIX15228.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_001880115.1	MOXQ01000092.1	Scaffold	5726	7627	-
OIX23464.1	Cry1Ia14	100	BT_Cry1Ia14	GCA_001880125.1	MOXR01000070.1	Scaffold	1804	3963	+
OIX23467.1	Cry2Aa1	100	BT_Cry2Aa1	GCA_001880125.1	MOXR01000070.1	Scaffold	9269	11170	-
OIX21407.1	Cry2Ab16	100	BT_Cry2Ab16	GCA_001880125.1	MOXR01000082.1	Scaffold	5829	7730	-
OMH24296.1	Cry8Pa2	100	BT_Cry8Pa2	GCA_001968805.1	MSFC01000068.1	Contig	1	2055	-
OMH23709.1	Cry8Qa1	100	BT_Cry8Qa1	GCA_001968805.1	MSFC01000080.1	Contig	514	2592	+
OMH24237.1	Cry8Kb1	100	BT_Cry8Kb1	GCA_001968805.1	MSFC01000071.1	Contig	1	2766	-
AQY42679.1	Cry1Ab34	100	BT_Cry1Ab34	GCA_002025105.1	CP020005.1	Complete Genome	330351	333896	+
AQY42680.1	Cry1Ia14	99.2	NOV_Cry1Ia14_99.2_AQY42680.1	GCA_002025105.1	CP020005.1	Complete Genome	334403	336562	+
AQY42687.1	Cry1Bd2	99.8	NOV_Cry1Bd2_99.8_AQY42687.1	GCA_002025105.1	CP020005.1	Complete Genome	354002	357697	-
ARP61632.1	Cry1Ba1	99.9	NOV_Cry1Ba1_99.9_ARP61632.1	GCA_002119445.1	CP021063.1	Complete Genome	74281	77967	-
ARP61819.1	Cry1Ab12	100	BT_Cry1Ab12	GCA_002119445.1	CP021065.1	Complete Genome	34277	37744	+
OTW73736.1	Cry1Bd1	99.9	NOV_Cry1Bd1_99.9_OTW73736.1	GCA_002146315.1	NFCH01000013.1	Contig	9931	13626	+
OTW73398.1	Cry9Ba2	99.4	NOV_Cry9Ba2_99.4_OTW73398.1	GCA_002146315.1	NFCH01000017.1	Contig	1645	4998	+
OTW63083.1	Cry2Ab4	96.7	NOV_Cry2Ab4_96.7_OTW63083.1	GCA_002146315.1	NFCH01000075.1	Contig	10518	12419	+
OTW61456.1	Cry2Ab4	98.6	NOV_Cry2Ab4_98.6_OTW61456.1	GCA_002146315.1	NFCH01000100.1	Contig	3992	5893	+
OTW56025.1	Cry1Ga1	100	BT_Cry1Ga1	GCA_002146315.1	NFCH01000147.1	Contig	577	4077	-
OTW54288.1	Cry9Aa1	100	BT_Cry9Aa1	GCA_002146315.1	NFCH01000169.1	Contig	2982	6452	+
OTW53899.1	Cry1Cb1	100	BT_Cry1Cb1	GCA_002146315.1	NFCH01000171.1	Contig	2953	6483	+
OTW53896.1	Cry1Gb2	99.8	NOV_Cry1Gb2_99.8_OTW53896.1	GCA_002146315.1	NFCH01000172.1	Contig	774	4283	-
OTW51791.1	Cry1Db1	100	BT_Cry1Db1	GCA_002146315.1	NFCH01000188.1	Contig	1	3062	-
