Cry1Cb3	ACD50894 	 	 	Huang et al	2008	Bt 087	 
Cry1Cb-like	AAX63901	 	 	Thammasittirong et al	2005	Bt TA476-1	insufficient sequence
Cry1Da1	CAA38099	 	 	Hofte et al	1990	Bt aizawai HD68	 
Cry1Da2	I76415	 	 	Payne & Sick	1997	 	DNA sequence only
Cry1Da3	HQ439784	 	 	Liu et al	2010	Bt HD12	 
Cry1Da4	KJ619660	 	 	Baonan et al	2014	Bt FH21	 
Cry1Da5	MG181949	 	 	Guan Peng	2017	QL75-2	No NCBI link Dec 18
Cry1Db1	CAA80234 	 	 	Lambert	1993	Bt BTS00349A	 
Cry1Db2	AAK48937 	 	 	Li et al	2001	Bt B-Pr-88	 
Cry1Dc1	ABK35074	 	 	Lertwiriyawong et al	2006	Bt JC291	 
Cry1Dd1	KJ28844	 	 	Zonglan Yu	2014	 	No NCBI link Dec 18
Cry1Ea1	CAA37933	 	 	Visser et al	1990	Bt kenyae 4F1	 
Cry1Ea2	CAA39609	 	 	Bosse et al	1990	Bt kenyae 	 
Cry1Ea3	AAA22345	 	 	Feitelson	1991	Bt kenyae PS81F	 
Cry1Ea4	AAD04732	 	 	Barboza-Corona et al	1998	Bt kenyae LBIT-147	 
Cry1Ea5	A15535	 	 	Botterman et al	1994	 	DNA sequence only
Cry1Ea6	AAL50330	 	 	Sun et al	1999	Bt YBT-032	 
Cry1Ea7	AAW72936	 	 	Huehne et al	2005	Bt JC190	 
Cry1Ea8	ABX11258	 	 	Huang et al	2007	Bt HZM2	 
Cry1Ea9	HQ439785	 	 	Liu et al	2010	Bt S6	 
Cry1Ea10	ADR00398	 	 	Goncalves et al	2010	Bt BR64	 
Cry1Ea11	JQ652456	 	 	Lin Qunxin et al	2012	Bt	 
Cry1Ea12	KF601559	 	 	Baonan He	2013	Bt strain V4	 
Cry1Eb1	AAA22346	 	 	Feitelson	1993	Bt aizawai PS81A2	 
Cry1Fa1	AAA22348	 	 	Chambers et al	1991	Bt aizawai EG6346	 
Cry1Fa2	AAA22347	 	 	Feitelson	1993	Bt aizawai PS81I	 
Cry1Fa3	HM070028	 	 	Liu et al	2010	Bt mo3-D8	 
Cry1Fa4	HM439638	 	 	Liu et al	2010	Bt mo3-D10 	 
Cry1Fb1	CAA80235	 	 	Lambert	1993	Bt BTS00349A	 
Cry1Fb2	BAA25298	 	 	Masuda & Asano	1998	Bt morrisoni INA67	 
Cry1Fb3	AAF21767	 	 	Song et al	1998	Bt morrisoni	 
Cry1Fb4	AAC10641	 	 	Payne et al	1997	 	 
Cry1Fb5	AAO13295	 	 	Li et al	2001	Bt B-Pr-88	 
Cry1Fb6	ACD50892	 	 	Huang et al	2008	Bt 012	 
Cry1Fb7	ACD50893	 	 	Huang et al	2008	Bt 087	 
Cry1Ga1	CAA80233	 	 	Lambert	1993	Bt BTS0349A	 
Cry1Ga2	CAA70506	 	 	Shevelev et al	1997	Bt wuhanensis	 
Cry1Gb1	AAD10291	 	 	Kuo & Chak	1999	Bt wuhanensis HD525	  
Cry1Gb2	AAO13756	 	 	Li et al	2000	Bt B-Pr-88	 
Cry1Gc1	AAQ52381	 	 	Baum et al	2003	 	 
Cry1Ha1	CAA80236	 	 	Lambert	1993	Bt BTS02069AA	 
Cry1Hb1	AAA79694	 	 	Koo et al	1995	Bt morrisoni BF190	 
Cry1Hb2	HQ439786	 	 	Liu et al	2010	Bt WBT-2	 
Cry1Hc1	KJ28845	 	 	Zonglan Yu	2014	 	No NCBI link Dec 18
Cry1H-like	AAF01213	 	 	Srifah et al	1999	Bt JC291	insufficient sequence
Cry1Ia1	CAA44633	 	 	Tailor et al	1992	Bt kurstaki	 
Cry1Ia2	AAA22354	 	 	Gleave et al	1993	Bt kurstaki	 
Cry1Ia3	AAC36999	 	 	Shin et al	1995	Bt kurstaki HD1	 
Cry1Ia4	AAB00958	 	 	Kostichka et al	1996	Bt AB88	 
Cry1Ia5	CAA70124	 	 	Selvapandiyan 	1996	Bt 61	 
Cry1Ia6	AAC26910	 	 	Zhong et al	1998	Bt kurstaki S101	 
Cry1Ia7	AAM73516	 	 	Porcar et al	2000	Bt	 
Cry1Ia8	AAK66742	 	 	Song et al	2001	 	 
Cry1Ia9	AAQ08616	 	 	Yao et al 	2002	Bt Ly30	 
Cry1Ia10	AAP86782	 	 	Espindola et al	2003	Bt thuringiensis	 
Cry1Ia11	CAC85964 	 	 	Tounsi et al	2003	Bt kurstaki BNS3	 
Cry1Ia12	AAV53390	 	 	Grossi de Sa et al	2005	Bt	 
Cry1Ia13	ABF83202	 	 	Martins et al	2006	Bt 	 
Cry1Ia14	ACG63871	 	 	Liu & Guo	2008	Bt11	 
Cry1Ia15	FJ617445	256003036	256003035	Guan et al	2011	Bt E-1B	 
Cry1Ia16	FJ617448	256003042	256003041	Guan et al	2011	Bt E-1A	 
Cry1Ia17	GU989199	 	 	Li et al	2010	Bt MX2	 
Cry1Ia18	ADK23801	300492624	 	Li et al	2010	Bt MX9	 
Cry1Ia19	HQ439787	 	 	Liu et al	2010	Bt SC6H6	 
Cry1Ia20	JQ228426	 	 	Zhao Can	2011	Bt wu1H-3	 
Cry1Ia21	JQ228424	 	 	Zhao Can	2011	Bt you1D-9	 
Cry1Ia22	JQ228427	 	 	Zhao Can	2011	Bt wu1E-3	 
Cry1Ia23	JQ228428	 	 	Zhao Can	2011	Bt wu1E-4	 
Cry1Ia24	JQ228429	 	 	Zhao Can	2011	Bt wu2B-6	 
Cry1Ia25	JQ228430	 	 	Zhao Can	2011	Bt wu2G-11	 
Cry1Ia26	JQ228431	 	 	Zhao Can	2011	Bt wu2G-12	 
Cry1Ia27	JQ228432	 	 	Zhao Can	2011	Bt you2D-3	 
Cry1Ia28	JQ228433	 	 	Zhao Can	2011	Bt you2E-3	 
Cry1Ia29	JQ228434	 	 	Zhao Can	2011	Bt you2F-3	 
Cry1Ia30	JQ317686	 	 	Kumari & Kaur	2011	Bt 4J4	 
Cry1Ia31	JX944038	 	 	Song et al	2012	Bt SC-7	 
Cry1Ia32	JX944039	 	 	Song et al	2012	Bt SC-13	 
Cry1Ia33	JX944040	 	 	Song et al	2012	Bt SC-51	 
Cry1Ia34	KJ868171	 	 	Palma et al	2014	Bt Na205-3	 
Cry1Ia35	AIF79803	 	 	He et al	2014	Bt V4	 
Cry1Ia36	KY212747	 	 	Zhiqiang Song	2017	Bt YC-10	 
Cry1Ia37	MG674828	 	 	Yi & Guo	2017	Bt SY80	No NCBI link Dec 18
Cry1Ia38	MG584186	 	 	Khorramnejad et al.	2018	 	No NCBI link Dec 18
Cry1Ia39	MK393238	 	 	Berretta et al	2019	Bt INTA H4-3	No NCBI link Feb 19
Cry1Ia40	MK391631	 	 	Baranek et al	2019	Bt MPU B9	 
Cry1Ib1	AAA82114	 	 	Shin et al	1995	Bt entomocidus BP465	 
Cry1Ib2	ABW88019	 	 	Guan et al	2007	Bt PP61	 
Cry1Ib3	ACD75515	 	 	Liu & Guo	2008	Bt GS8	 
Cry1Ib4	HM051227	301641366	 	Zhao et al	2010	Bt BF-4	 
Cry1Ib5	HM070029	 	 	Liu et al	2010	Bt mo3-D8	 
Cry1Ib6	ADK38579	300836937	 	Li et al	2010	Bt LB52	 
Cry1Ib7	JN571740	 	 	Kumari & Kaur	2011	Bt SK-935	 
Cry1Ib8	JN675714	 	 	Swamy et al	2011	 	 
Cry1Ib9	JN675715	 	 	Swamy et al	2011	 	 
Cry1Ib10	JN675716	 	 	Swamy et al	2011	 	 
Cry1Ib11	JQ228423	 	 	Zhao Can	2015	Bt HD12	 
Cry1Ic1	AAC62933	 	 	Osman et al	1998	Bt C18	 
Cry1Ic2	AAE71691	 	 	Osman et al	2001	 	 
Cry1Id1	AAD44366	 	 	Choi	2000	 	  
Cry1Id2	JQ228422	 	 	Zhao Can	2015	Bt HD12	 
Cry1Id3	KJ619661	 	 	Li et al	2016	Bt FH21	 
Cry1Ie1	AAG43526	 	 	Song et al	2000	Bt BTC007	 
Cry1Ie2	HM439636	 	 	Liu et al	2010	Bt T03B001	 
Cry1Ie3	KC156647	 	 	Sampson et al	2012	ARP058	 
Cry1Ie4	KC156681	 	 	Sampson et al	2012	ARP131	 
Cry1Ie5	KJ710646	 	 	Zonglan Yu et al	2014	BN23-5	 
Cry1If1	AAQ52382	 	 	Baum et al	2003	 	 
Cry1Ig1	KC156701	 	 	Sampson et al	2012	ARP166	 
Cry1I-like	AAC31094	 	 	Payne et al	1998	 	insufficient sequence
Cry1I-like	ABG88859	 	 	Lin & Fang	2006	Bt ly4a3	insufficient sequence
Cry1Ja1	AAA22341	 	 	Donovan	1994	Bt EG5847	 
Cry1Ja2	HM070030	 	 	Liu et al	2010	WBT-1	 
Cry1Ja3	JQ228425	 	 	Zhao Shiyuan	2015	Bt FH21	 
Cry1Jb1	AAA98959	 	 	Von Tersch & Gonzalez	1994	Bt EG5092	 
Cry1Jc1	AAC31092	 	 	Payne et al	1998	 	 
Cry1Jc2	AAQ52372	 	 	Baum et al	2003	 	 
Cry1Jd1	CAC50779	 	 	Arnaut et al	2001	Bt	 
Cry1Ka1	AAB00376	 	 	Koo et al	1995	Bt morrisoni BF190 	 
Cry1Ka2	HQ439783	 	 	Liu et al	2010	Bt WBT-2	 
Cry1La1	AAS60191	 	 	Je et al	2004	Bt kurstaki K1	 
Cry1La2	HM070031	 	 	Liu et al	2010	Bt SC6H8	 
Cry1La3	KT692983	 	 	Yakun Zhang	2015	Bt GS27	 
Cry1Ma1	FJ884067	 	 	Noguera & Ibarra	2010	LBIT 1189	 
Cry1Ma2	KC156659	 	 	Sampson et al	2012	ARP080	 
Cry1Na1	KC156648	 	 	Sampson et al	2012	ARP009	 
Cry1Na2	AEH31422	 	 	Liu et al	2013	Bt T03B001	 
Cry1Na3	AKQ08661	 	 	Dai et al	2015	Bt BRC-ZYR2	 
Cry1Nb1	KC156678	 	 	Sampson et al	2012	ARP146	 
Cry1-like	AAC31091	 	 	Payne et al	1998	 	insufficient sequence
Cry2Aa1	AAA22335	 	 	Donovan et al	1989	Bt kurstaki	 
Cry2Aa2	AAA83516	 	 	Widner & Whiteley	1989	Bt kurstaki HD1	 
Cry2Aa3	D86064	 	 	Sasaki et al	1997	Bt sotto	DNA sequence only
Cry2Aa4	AAC04867	 	 	Misra et al	1998	Bt kenyae HD549	 
Cry2Aa5	CAA10671	 	 	Yu & Pang	1999	Bt SL39	 
Cry2Aa6	CAA10672	 	 	Yu & Pang 	1999	Bt YZ71 	 
Cry2Aa7	CAA10670	 	 	Yu & Pang	1999	Bt CY29	 
Cry2Aa8	AAO13734	 	 	Wei et al	2000	Bt Dongbei 66	 
Cry2Aa9	AAO13750 	 	 	Zhang et al	2000	 	 
Cry2Aa10	AAQ04263	 	 	Yao et al	2001	 	 
Cry2Aa11	AAQ52384	 	 	Baum et al	2003	 	 
Cry2Aa12	ABI83671	 	 	Tan et al	2006	Bt Rpp39	 
Cry2Aa13	ABL01536	 	 	Arango et al	2008	Bt 146-158-01	 
Cry2Aa14	ACF04939	 	 	Hire et al	2008	Bt HD-550	 
Cry2Aa15	JN426947	 	 	Ammouneh et al	2011	Bt SSy77	 
Cry2Aa16	KF667522	 	 	Baonan He	2013	Bt V4	 
Cry2Aa17	KF860848	 	 	Guihua Chen et al	2013	 	 
Cry2Aa18	ANF99565	 	 	Semih Yilmaz	2016	Bt SY49.1	 
Cry2Aa19	MG983752	 	 	Reyaz et al	2018	Bt-T32	No NCBI link Feb 18
Cry2Aa20	MG983753	 	 	Reyaz et al	2018	Bt-T405	No NCBI link Feb 18
Cry2Aa21	MG983754	 	 	Reyaz et al	2018	Bt-T414	No NCBI link Feb 18
Cry2Aa22	MH475904	 	 	Nayan Ganesh et al	2018	Bt-T527	 
Cry2Aa23	MH475905	 	 	Nayan Ganesh et al	2018	Bt-T532	 
Cry2Aa23	MH475906	 	 	Nayan Ganesh et al	2018	Bt-T536	 
Cry2Aa25	MH475907	 	 	Nayan Ganesh et al	2018	Bt-T543	 
Cry2Ab1	AAA22342	 	 	Widner & Whiteley	1989	Bt kurstaki HD1	 
Cry2Ab2	CAA39075	 	 	Dankocsik et al	1990	Bt kurstaki HD1	 
Cry2Ab3	AAG36762	 	 	Chen et al	1999	Bt BTC002	 
Cry2Ab4	AAO13296 	 	 	Li et al	2001	Bt B-Pr-88	 
Cry2Ab5	AAQ04609	 	 	Yao et al	2001	Bt ly30	 
Cry2Ab6	AAP59457	 	 	Wang et al	2003	Bt WZ-7	 
Cry2Ab7	AAZ66347	 	 	Udayasuriyan et al	2005	Bt 14-1	 
Cry2Ab8	ABC95996	 	 	Huang et al	2006	Bt WB2	 
Cry2Ab9	ABC74968	 	 	Zhang et al	2005	Bt LLB6	 
Cry2Ab10	ABM21766	 	 	Lin et al	2006	Bt LyL	 
Cry2Ab11	CAM84575	 	 	Saleem et al	2007	Bt CMBL-BT1	 
Cry2Ab12	ABM21764	 	 	Lin et al	2007	Bt LyD	 
Cry2Ab13	ACG76120	 	 	Zhu et al	2008	Bt ywc5-4	 
Cry2Ab14	ACG76121	 	 	Zhu et al	2008	Bt Bts	 
Cry2Ab15	HM037126	302634222	302634221	Zhao et al	2011	Bt BF-4	 
Cry2Ab16	GQ866914	306977641	306977640	Katara & Kaur	2011	SK-793	 
Cry2Ab17	HQ439789	 	 	Liu et al	2010	Bt PS9-C12	 
Cry2Ab18	JN135255	 	 	Ammouneh et al	2011	 	 
Cry2Ab19	JN135256	 	 	Ammouneh et al	2011	 	 
Cry2Ab20	JN135257	 	 	Ammouneh et al	2011	 	 
Cry2Ab21	JN135258	 	 	Ammouneh et al	2011	 	 
Cry2Ab22	JN135259	 	 	Ammouneh et al	2011	 	 
Cry2Ab23	JN135260	 	 	Ammouneh et al	2011	 	 
Cry2Ab24	JN135261	 	 	Ammouneh et al	2011	 	 
Cry2Ab25	JN415485	 	 	Sevim et al	2013	Btk MnD	 
Cry2Ab26	JN426946	 	 	Ammouneh et al	2011	Bt SSy77	 
Cry2Ab27	JN415764	344055822	344055821	Chankhamhaengdecha et al	2011	 	 
Cry2Ab28	JN651494	 	 	Li Yuhong	2011	Bt LTS-7	 
Cry2Ab29	KF860847	 	 	Guihua Chen et al	2013	 	 
Cry2Ab30	EU623976	 	 	Lin et al	2008	Bt LSZ9408	 
Cry2Ab31	AHM93475	 	 	Xie et al	2013	Bt HTS-S-38	 
Cry2Ab32	KJ710647	 	 	Zonglan Yu et al	2014	BN23-5	 
Cry2Ab33	KP053646	 	 	Zihuan Liu	2014	Bt CYZ-4 	No NCBI link Jan 18
Cry2Ab34	KX236449	 	 	Zhang Yue	2016	Bt BJH406	No NCBI link Jan 18
Cry2Ab35	KY212748	 	 	Zhiqiang Song	2017	Bt YC-10	 
